image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK
ISIC_0054737,0.3232595325,0.2343273312,0.3758653402,0.0000001416,0.0584117621,0.0000000000,0.0000000624,0.0081358124,0.0000000000
ISIC_0035915,0.0000000031,0.9999992847,0.0000000120,0.0000005898,0.0000001099,0.0000000003,0.0000000010,0.0000000000,0.0000000000
ISIC_0061886,0.0000187615,0.9963834286,0.0000000000,0.0000000000,0.0000000001,0.0000000014,0.0000119827,0.0035857505,0.0000000000
ISIC_0034713,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0067324,0.9892016649,0.0018988803,0.0000000019,0.0000000000,0.0088994661,0.0000000000,0.0000000098,0.0000000000,0.0000000000
ISIC_0072192,0.0000093179,0.9983432293,0.0000000000,0.0000000000,0.0000000033,0.0000000000,0.0016474879,0.0000000000,0.0000000000
ISIC_0060816,0.0008279469,0.9748921990,0.0000099591,0.0014841107,0.0126890372,0.0006202423,0.0007067030,0.0087697627,0.0000000000
ISIC_0070655,0.0025190522,0.0000009382,0.8417820334,0.1532629877,0.0006501968,0.0000000002,0.0000001209,0.0017846052,0.0000000001
ISIC_0064712,0.0000029919,0.9999969006,0.0000000000,0.0000000000,0.0000001073,0.0000000001,0.0000000000,0.0000000006,0.0000000000
ISIC_0069420,0.0000000008,0.9999997616,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002039,0.0000000000,0.0000000000
ISIC_0035515,0.0101573961,0.9898425937,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0053878,0.9806428552,0.0193366762,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000204688,0.0000000000
ISIC_0070868,0.0000003362,0.9988238215,0.0000000000,0.0000000000,0.0000000039,0.0011729316,0.0000028519,0.0000000000,0.0000000000
ISIC_0066394,0.0249704402,0.9750285149,0.0000000000,0.0000000000,0.0000011062,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0036064,0.0000010853,0.2624930143,0.0000000000,0.0000000000,0.0015243079,0.7359815240,0.0000000288,0.0000000000,0.0000000000
ISIC_0071357,0.0115917837,0.0000000001,0.0000000018,0.0000000364,0.0000000000,0.0000000000,0.0000000000,0.9884082675,0.0000000000
ISIC_0036027,0.0000063935,0.9999923706,0.0000003571,0.0000000000,0.0000008933,0.0000000000,0.0000000024,0.0000000000,0.0000000000
ISIC_0035572,0.0000000000,0.9999997616,0.0000000000,0.0000000000,0.0000001980,0.0000000000,0.0000000748,0.0000000000,0.0000000000
ISIC_0058455,0.1713793427,0.8286190629,0.0000000000,0.0000000000,0.0000015355,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061469,0.6326696873,0.3666943908,0.0000000005,0.0000000000,0.0004407603,0.0001951276,0.0000000055,0.0000000000,0.0000000000
ISIC_0072946,0.0000000000,0.0000005795,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.9999994040,0.0000000000,0.0000000000
ISIC_0067920,0.0000000015,0.9999912977,0.0000000000,0.0000000000,0.0000000003,0.0000087125,0.0000000000,0.0000000000,0.0000000000
ISIC_0053589,0.0000000108,0.9999799728,0.0000000000,0.0000000000,0.0000200563,0.0000000000,0.0000000004,0.0000000000,0.0000000000
ISIC_0064268,0.7036619782,0.2963379622,0.0000000000,0.0000000000,0.0000000117,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035914,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0067493,0.9999396801,0.0000226150,0.0000000000,0.0000000000,0.0000000109,0.0000377363,0.0000000006,0.0000000000,0.0000000000
ISIC_0068190,0.0000537979,0.9969563484,0.0000033311,0.0013515357,0.0000048626,0.0000000000,0.0000000000,0.0016300601,0.0000000000
ISIC_0053633,0.9999932051,0.0000000309,0.0000000019,0.0000055579,0.0000012107,0.0000000000,0.0000000105,0.0000000010,0.0000000000
ISIC_0034693,0.0000000027,0.9999359846,0.0000000000,0.0000000000,0.0000000775,0.0000102191,0.0000536642,0.0000000000,0.0000000000
ISIC_0035383,0.0000000014,1.0000000000,0.0000000000,0.0000000000,0.0000000027,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035303,0.0779212043,0.9206069112,0.0000000565,0.0000285160,0.0014432926,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058203,0.0321638100,0.9677675366,0.0000000927,0.0000000001,0.0000685988,0.0000000462,0.0000000000,0.0000000000,0.0000000000
ISIC_0071684,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000527,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070016,0.0000556414,0.9996809959,0.0000008803,0.0000000000,0.0002624774,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061489,0.0209390242,0.9790609479,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034359,0.0225846302,0.0000000251,0.0001577465,0.0000000202,0.9771576524,0.0000000000,0.0000000000,0.0001000026,0.0000000000
ISIC_0036005,1.0000000000,0.0000000019,0.0000000000,0.0000000000,0.0000000014,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0071304,0.0000000078,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068921,0.0035227924,0.9964377880,0.0000034526,0.0000000013,0.0000013083,0.0000345763,0.0000000006,0.0000000648,0.0000000000
ISIC_0034411,0.9914445281,0.0000278997,0.0000000000,0.0000027802,0.0085242335,0.0000000000,0.0000000012,0.0000005674,0.0000000000
ISIC_0034544,0.0000038691,0.9999961853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058422,0.0000005784,0.9999986887,0.0000000000,0.0000000000,0.0000002076,0.0000000015,0.0000004786,0.0000000000,0.0000000000
ISIC_0072779,0.0139730480,0.0000020680,0.0280472618,0.3544086218,0.0661726817,0.0000000000,0.0000085877,0.5373877287,0.0000000000
ISIC_0058590,0.0039058970,0.9960940480,0.0000000000,0.0000000000,0.0000000515,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072794,0.9922737479,0.0000038412,0.0000000000,0.0000056461,0.0000000008,0.0000000000,0.0000000000,0.0077166930,0.0000000000
ISIC_0056919,0.0000000649,0.0000001389,0.2134117335,0.2780765891,0.0010799379,0.0000000000,0.0000005054,0.5074310303,0.0000000000
ISIC_0035743,0.0000000000,0.4728023112,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5271976590,0.0000000000,0.0000000000
ISIC_0060721,0.0064277728,0.0000000118,0.8364322186,0.0104000606,0.0839142576,0.0000000000,0.0000000066,0.0628257543,0.0000000000
ISIC_0068802,0.0000000187,0.9999958277,0.0000000000,0.0000000000,0.0000000000,0.0000041252,0.0000000000,0.0000000000,0.0000000000
ISIC_0054540,0.0311384555,0.9688608050,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007478,0.0000000000,0.0000000000
ISIC_0035979,0.0000000054,0.9994109869,0.0000000000,0.0000000000,0.0000000000,0.0000000012,0.0005889699,0.0000000000,0.0000000000
ISIC_0065446,0.0000028194,0.0043376139,0.0000000017,0.0000000000,0.0000000002,0.0000000000,0.9956595302,0.0000000234,0.0000000000
ISIC_0056057,0.0172136202,0.4707727730,0.4178957641,0.0000615817,0.0936505869,0.0000003353,0.0000872939,0.0003180696,0.0000000005
ISIC_0035208,0.0000000010,0.9908469319,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0091530923,0.0000000000,0.0000000000
ISIC_0062083,0.1886247396,0.0014388426,0.3586204052,0.0004352920,0.0002683262,0.0000000000,0.0000000000,0.4506123662,0.0000000000
ISIC_0070385,0.0000000000,0.9999766350,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000233473,0.0000000000,0.0000000000
ISIC_0066076,0.9999873638,0.0000000000,0.0000000013,0.0000019514,0.0000103587,0.0000000000,0.0000000427,0.0000003040,0.0000000000
ISIC_0068024,0.9961535335,0.0036105823,0.0000000000,0.0000000000,0.0002351048,0.0000000136,0.0000007425,0.0000000000,0.0000000000
ISIC_0055019,0.0000021285,0.9996063113,0.0000000002,0.0000000028,0.0000000000,0.0003907899,0.0000005325,0.0000003012,0.0000000000
ISIC_0062694,0.0000005489,0.7805702090,0.0001722372,0.0000000000,0.2192569822,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065284,0.0072813164,0.0000000008,0.0003309333,0.0005821693,0.9443144798,0.0000000000,0.0000000000,0.0474910848,0.0000000000
ISIC_0035095,0.0013085628,0.9986453652,0.0000000828,0.0000000000,0.0000460041,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034866,0.0000393442,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.9999606609,0.0000000000,0.0000000000
ISIC_0035650,0.0026324519,0.3549605310,0.0000000001,0.0000000000,0.0000199546,0.6423870921,0.0000000000,0.0000000000,0.0000000000
ISIC_0034389,0.0000000082,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035153,0.6733553410,0.3213659525,0.0000003232,0.0000000006,0.0052781366,0.0000000000,0.0000000006,0.0000002974,0.0000000000
ISIC_0035869,0.9781549573,0.0000000000,0.0000112663,0.0206521209,0.0000012807,0.0000000000,0.0011803780,0.0000000000,0.0000000000
ISIC_0056098,0.0008046446,0.9990513921,0.0000000000,0.0000000000,0.0000000020,0.0000003918,0.0000000005,0.0001436166,0.0000000000
ISIC_0069430,0.0048924852,0.3249171972,0.0022393193,0.0000000000,0.0000000851,0.6679509878,0.0000000000,0.0000000000,0.0000000000
ISIC_0035957,0.0000000000,0.0000000000,0.0000000024,0.0000002185,0.0000000208,0.0000000000,0.0000000000,0.9999997616,0.0000000000
ISIC_0068483,0.0000000000,0.9999988079,0.0000000000,0.0000000000,0.0000011323,0.0000000000,0.0000000213,0.0000000000,0.0000000000
ISIC_0066700,0.9953141212,0.0018975993,0.0000000033,0.0000464934,0.0010935698,0.0000000000,0.0016481276,0.0000000008,0.0000000000
ISIC_0069270,0.0001935408,0.9998064637,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000006,0.0000000000,0.0000000000
ISIC_0034454,0.0023085282,0.0023628247,0.0022038466,0.0000000445,0.8632755280,0.0000000331,0.1295081675,0.0003410357,0.0000000001
ISIC_0054213,0.9230384231,0.0769412518,0.0000000000,0.0000000000,0.0000032828,0.0000000000,0.0000170342,0.0000000000,0.0000000000
ISIC_0061665,0.0000018080,0.1279303133,0.0000000903,0.0000000000,0.0000000045,0.0000000000,0.8720325828,0.0000352926,0.0000000000
ISIC_0059258,0.9450445771,0.0548445508,0.0000000000,0.0000000000,0.0001108309,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068517,0.9999662638,0.0000305084,0.0000000000,0.0000000000,0.0000032477,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035936,0.9999979734,0.0000001164,0.0000006131,0.0000000067,0.0000013063,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0035611,0.0000042729,0.7630771399,0.0000000000,0.0000000000,0.2369185090,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056311,0.0000000001,0.9772097468,0.0000171183,0.0000000000,0.0028157651,0.0000000000,0.0199573319,0.0000000000,0.0000000000
ISIC_0066196,0.0000000318,1.0000000000,0.0000000000,0.0000000000,0.0000000121,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034865,0.0023112695,0.9960523844,0.0000006986,0.0000000005,0.0016355958,0.0000000000,0.0000000005,0.0000000031,0.0000000000
ISIC_0070584,0.0000324674,0.9998650551,0.0000000152,0.0000000000,0.0000000578,0.0000000000,0.0000000000,0.0001023576,0.0000000000
ISIC_0067878,0.2083718628,0.0630199909,0.0004466325,0.0012104125,0.7269141078,0.0000014986,0.0000354280,0.0000000126,0.0000000000
ISIC_0055974,0.0000287521,0.9999712706,0.0000000000,0.0000000000,0.0000000001,0.0000000033,0.0000000013,0.0000000000,0.0000000000
ISIC_0034497,0.0000038634,0.0022885569,0.0000492680,0.0011391516,0.9965190887,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068183,0.4836234450,0.0026839091,0.0008408288,0.0009138419,0.5119369030,0.0000000000,0.0000000000,0.0000011280,0.0000000000
ISIC_0059971,0.0000960368,0.9986091256,0.0010020157,0.0000000000,0.0002927924,0.0000000000,0.0000000004,0.0000000000,0.0000000000
ISIC_0067553,0.0000000000,0.9999992847,0.0000000000,0.0000000000,0.0000000000,0.0000007305,0.0000000000,0.0000000000,0.0000000000
ISIC_0066353,0.0380949900,0.9618374705,0.0000000557,0.0000000000,0.0000668268,0.0000005162,0.0000000000,0.0000000000,0.0000000000
ISIC_0054656,0.9998675585,0.0001280463,0.0000000000,0.0000000000,0.0000044329,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0056536,0.0016733469,0.0000000129,0.0443921685,0.0017878941,0.9521464109,0.0000000000,0.0000000000,0.0000001870,0.0000000000
ISIC_0072014,0.0022182413,0.0000000268,0.0000000005,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.9977818131,0.0000000000
ISIC_0035274,0.0000362860,0.9999635220,0.0000000000,0.0000000000,0.0000002230,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065733,0.0000000063,0.0000434095,0.0000000000,0.0000000000,0.0000000001,0.9999566078,0.0000000000,0.0000000000,0.0000000000
ISIC_0035719,0.0000000144,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0059927,0.0000254138,0.9912455678,0.0000000000,0.0000000000,0.0000000000,0.0087290350,0.0000000024,0.0000000000,0.0000000000
ISIC_0069599,0.2398350388,0.0000452728,0.0000000704,0.0000000000,0.7601195574,0.0000000000,0.0000000000,0.0000000005,0.0000000000
ISIC_0066253,0.0027481087,0.9535449743,0.0000000021,0.0000000001,0.0001180010,0.0408451334,0.0027432253,0.0000005348,0.0000000000
ISIC_0057765,0.9998182654,0.0000561844,0.0001239498,0.0000000016,0.0000012195,0.0000000003,0.0000004316,0.0000000000,0.0000000000
ISIC_0035639,0.0001328059,0.9850169420,0.0000020536,0.0000000000,0.0148482258,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034582,0.5226981044,0.0000617807,0.0000000000,0.0000000000,0.0000797228,0.4771604538,0.0000000000,0.0000000000,0.0000000000
ISIC_0072562,0.0003613200,0.0000011310,0.0030200656,0.4380981028,0.2073486745,0.0000000000,0.3511700928,0.0000005084,0.0000000000
ISIC_0057528,0.0109258331,0.0033552027,0.0000002178,0.0000000147,0.7647483945,0.2209609449,0.0000092225,0.0000000418,0.0000000000
ISIC_0058287,0.0242944416,0.0961833298,0.0000007210,0.0000000005,0.8795210719,0.0000000000,0.0000000025,0.0000003963,0.0000000000
ISIC_0034615,0.0007287281,0.0009326807,0.0930687115,0.8954871297,0.0093501676,0.0000000099,0.0001547410,0.0002778189,0.0000000057
ISIC_0073007,0.0003087993,0.9996911287,0.0000000000,0.0000000428,0.0000000879,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035506,0.0006029267,0.9993820190,0.0000000000,0.0000000000,0.0000150496,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054733,0.0034856787,0.9965065122,0.0000000000,0.0000000000,0.0000002382,0.0000075031,0.0000000000,0.0000000000,0.0000000000
ISIC_0063912,0.0000000001,0.9998970032,0.0000564508,0.0000000000,0.0000465820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035704,0.0000000084,0.9998556376,0.0000000000,0.0000000000,0.0000000014,0.0001443053,0.0000000000,0.0000000016,0.0000000000
ISIC_0054549,0.0000011550,0.9999988079,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0068096,0.0015531610,0.3155394495,0.6490680575,0.0000099242,0.0336923562,0.0000000000,0.0000000000,0.0001370755,0.0000000000
ISIC_0065073,0.0009244349,0.6719775200,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3270980120,0.0000000000,0.0000000000
ISIC_0058522,0.0002524098,0.0000001244,0.0009339818,0.0415319316,0.9572815895,0.0000000000,0.0000000000,0.0000000073,0.0000000000
ISIC_0034437,0.0005093156,0.9994475245,0.0000320434,0.0000000318,0.0000111617,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0062673,0.0000763901,0.7924553752,0.0000512292,0.0000000008,0.1150062904,0.0924107283,0.0000000002,0.0000000000,0.0000000000
ISIC_0056272,0.0000040998,0.9992709756,0.0000000338,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007248911,0.0000000000
ISIC_0061233,0.0000001893,0.9953932762,0.0000000002,0.0000000000,0.0000000000,0.0044135903,0.0001929526,0.0000000000,0.0000000000
ISIC_0035874,0.0301779844,0.9698133469,0.0000011170,0.0000035749,0.0000040108,0.0000000003,0.0000000035,0.0000000494,0.0000000000
ISIC_0068167,0.0000305902,0.9999516010,0.0000000018,0.0000000000,0.0000177867,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065925,0.0238772351,0.9761227965,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000002,0.0000000000,0.0000000000
ISIC_0035740,0.0000016014,0.0000000059,0.0009088732,0.0213639513,0.9777250290,0.0000000000,0.0000000000,0.0000004629,0.0000000000
ISIC_0056134,0.0000000001,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000009,0.0000000000,0.0000000000
ISIC_0034569,0.9878381491,0.0106488904,0.0000000000,0.0000000000,0.0015130319,0.0000000000,0.0000000007,0.0000000000,0.0000000000
ISIC_0070428,0.0000020522,0.9999977350,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002458,0.0000000000,0.0000000000
ISIC_0054470,0.0000000481,0.9999952316,0.0000000139,0.0000000036,0.0000007874,0.0000000024,0.0000009863,0.0000029292,0.0000000000
ISIC_0069710,0.0005995521,0.9558824897,0.0095736589,0.0000000039,0.0338541232,0.0000001182,0.0000000006,0.0000900280,0.0000000000
ISIC_0035787,0.0000000000,0.9999611378,0.0000000000,0.0000000000,0.0000000000,0.0000386922,0.0000000824,0.0000000000,0.0000000000
ISIC_0061695,0.0000030673,0.9999923706,0.0000000000,0.0000000000,0.0000000013,0.0000000000,0.0000000000,0.0000044772,0.0000000000
ISIC_0062081,0.0011161215,0.0323017091,0.8832066059,0.0000000025,0.0829691440,0.0000079509,0.0000000002,0.0003984815,0.0000000000
ISIC_0034742,0.0000000712,0.9999998808,0.0000000005,0.0000000000,0.0000000176,0.0000000000,0.0000000012,0.0000000000,0.0000000000
ISIC_0071016,0.9431950450,0.0023599279,0.0000124781,0.0002925533,0.0538831092,0.0000000000,0.0000000000,0.0002568696,0.0000000000
ISIC_0069861,0.0000000010,0.0000031362,0.4150705338,0.0024222834,0.5699795485,0.0000000000,0.0000000000,0.0125245331,0.0000000000
ISIC_0055953,0.0000347287,0.9999653101,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072326,0.0000819111,0.0022504239,0.0033770446,0.0000000006,0.0002034532,0.0000000000,0.0000000000,0.9940872192,0.0000000000
ISIC_0070648,0.9948590994,0.0000000000,0.0000003258,0.0000000000,0.0031767159,0.0000000000,0.0000000027,0.0019638075,0.0000000000
ISIC_0034472,0.0010560346,0.0984576866,0.0167910773,0.0447086878,0.8389565945,0.0000000000,0.0000041613,0.0000258092,0.0000000000
ISIC_0061045,0.0000000000,0.9999744892,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000254951,0.0000000000,0.0000000000
ISIC_0034805,0.5430223942,0.4524940848,0.0000192798,0.0000009158,0.0025642943,0.0000005589,0.0018983308,0.0000001185,0.0000000000
ISIC_0034912,0.0012036115,0.9987949133,0.0000000001,0.0000000000,0.0000000000,0.0000001013,0.0000013355,0.0000000000,0.0000000000
ISIC_0035429,0.0000010128,0.0006444232,0.0000003379,0.0000232142,0.9978225231,0.0000267615,0.0000000113,0.0014816363,0.0000000000
ISIC_0070323,0.6622313857,0.3377685845,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0060634,0.0000058473,0.0000000013,0.0003392673,0.0353426076,0.9643123150,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065983,0.9292491674,0.0000000155,0.0350841284,0.0013541115,0.0312949456,0.0000000000,0.0000000000,0.0030176530,0.0000000000
ISIC_0068757,0.0000000007,0.0002677090,0.9664989710,0.0000064640,0.0329966694,0.0000000713,0.0000000000,0.0002302076,0.0000000000
ISIC_0060790,0.4107764363,0.0265751407,0.4291643500,0.0000000000,0.0002575613,0.1332264245,0.0000000000,0.0000000000,0.0000000000
ISIC_0055103,0.0002182321,0.0000015600,0.0000002611,0.0000382401,0.9997417331,0.0000000000,0.0000000000,0.0000000073,0.0000000000
ISIC_0063925,0.0003684431,0.9996024966,0.0000000000,0.0000000000,0.0000290961,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035118,0.0000017432,0.9999936819,0.0000000000,0.0000000000,0.0000000001,0.0000044812,0.0000001022,0.0000000000,0.0000000000
